Sample_ID_IfH,Organism_Code,Imipenem,amikacin,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim-sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin-tazobactam,tobramycin,colistin,cefotaxime,cefuroxime,ampicillin,amoxicillin-clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime-avibactam,cefpodoxime,ceftriaxone,doripenem,ampicillin-sulbactam,piperacillin,Imipenem-relebactam,ceftolozane-tazobactam,ceftaroline,cefazolin,nitrofurantoin,ofloxacin,cefiderocol,ticarcillin-clavulanic acid,amoxicillin,sulfamethoxazole
573.22558,EKP,,,,,,,,,,,R,,S,R,,,R,S,R,,,,,,,,,,,,,,,,,
573.66227,EKP,,,,R,R,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2386,EKP,S,S,S,,,,,,S,,,S,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2564,EKP,S,S,,,,R,,,,,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65985,EKP,,,S,S,S,,R,,,,,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2878,EKP,S,,,R,,,,,,R,,,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,,,
72407.2224,EKP,S,,,R,S,,R,,,R,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24364,EKP,R,R,R,R,S,,R,,,,,R,R,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.4178,EKP,S,,S,,,,,,,R,S,,,,R,,R,S,R,,,,,,,,,,,,,,,,,
573.66027,EKP,,,,,S,,R,,,,,,R,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66461,EKP,,S,R,R,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
1284805.4,EKP,S,S,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
1328398.3,EKP,,S,R,,R,,R,,,R,R,R,,,,,,R,,,,,,,R,,,,,,,,,,,
573.29863,EKP,,,,,R,,R,,,R,,,R,,,,,,S,,S,,,,,,,,,,,,,,,
573.46377,EKP,,,,R,R,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.24355,EKP,R,R,,R,S,R,,,,R,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.46354,EKP,R,S,,R,R,R,,,,R,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
573.7082,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.4217,EKP,,,,,,,,,,R,,,,S,R,,R,S,R,,,,,,,,,,,,,,,,,
573.29862,EKP,,,,,R,,R,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
72407.2659,EKP,S,,S,S,,S,R,,S,,S,S,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
72407.2589,EKP,S,,R,R,,,,,R,R,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65932,EKP,,S,R,R,,,,,,R,S,,S,R,S,,,S,R,,,R,R,S,R,S,,,,,,,,,,
573.24433,EKP,R,S,R,R,,,R,R,,,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.206,EKP,,,,R,S,R,,R,R,R,R,,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.66382,EKP,,,S,R,R,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24425,EKP,,R,S,,S,,,,,,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.24378,EKP,R,R,,R,S,,,,,,,R,R,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.67369,EKP,,,S,,S,R,,,,,,,,,,,,,,,S,,,,,,S,R,,,,,,,,
573.66213,EKP,,,S,,S,,,,,,,,,S,R,R,S,S,,,,,,,,,,,,,,,,,,
72407.273,EKP,R,S,R,R,S,R,R,R,,R,S,S,R,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,R,,
72407.2813,EKP,,S,S,,S,,,,R,R,S,S,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,,,
573.66479,EKP,,S,,R,R,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2603,EKP,,S,S,R,,,R,,,S,,S,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2251,EKP,S,S,S,,S,S,,,,,,S,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,,,
72407.2838,EKP,,,,R,,,,,,,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.31614,EKP,,R,,,,,,R,,,R,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
573.46859,EKP,,,,,R,R,,,R,R,,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
573.46852,EKP,,,,R,R,,R,R,S,,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
573.66471,EKP,,,S,,S,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.18093,EKP,,,,,,R,,,R,,R,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
72407.2381,EKP,,,R,,S,,R,,,,S,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2373,EKP,,,,,S,,,,R,R,S,R,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
72407.2656,EKP,S,S,,R,S,R,,,R,R,,S,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66409,EKP,,S,R,,R,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66306,EKP,,,S,,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.259,EKP,R,S,,R,,S,R,R,R,,,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,R,,
573.66344,EKP,,,,,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2615,EKP,,,S,R,,S,R,,,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.151,EKP,S,R,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
1328411.3,EKP,,R,R,,R,,R,,,R,R,R,,,R,,,R,,,,,,,R,,,,,R,,,,,,
72407.2414,EKP,S,S,,,S,,,,S,,S,,S,R,R,,,R,R,,,R,S,S,R,R,,,,,,,,,,
573.24416,EKP,,R,R,R,,,,R,R,,,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2855,EKP,S,S,,,S,S,R,,R,,S,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66058,EKP,,,,S,S,S,,,,S,S,,S,S,S,,,S,R,,,S,S,S,S,S,,,,,,,,,,
72407.2764,EKP,S,,S,R,S,S,R,,R,S,S,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.65989,EKP,,,,R,,S,,,,S,S,R,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,,,
72407.234,EKP,S,S,R,R,S,R,R,R,R,R,S,,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,R,,
573.4059,EKP,S,,S,,,,,,,R,R,,,,S,,R,S,R,,,,,,,,,,,,,,,,,
573.66368,EKP,,S,S,S,R,,,,,,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
1304919.4,EKP,R,R,S,R,S,R,S,R,R,R,R,R,R,R,,,,R,S,,,,,S,,,,,,,,,,R,,
72407.2362,EKP,S,S,,R,S,,R,,R,S,S,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
1284808.4,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.24377,EKP,,,S,R,,,R,R,R,R,,,S,R,,R,R,R,R,,,,R,S,,,,,,R,,,,,,
573.29951,EKP,,S,S,,R,,,R,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.24447,EKP,,,R,R,S,,,R,R,,,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.46394,EKP,,S,,,S,,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.65962,EKP,S,,,,S,S,,,,,,S,S,R,S,,,S,R,,,R,R,S,S,R,,,,,,,,,,
573.7067,EKP,S,,S,,,,,,,R,S,,,S,R,,R,S,R,,,,,,,,,,,,,,,,,
573.4157,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2674,EKP,S,S,,R,S,,,,R,,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.29989,EKP,R,S,R,,,,,,,,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
573.66529,EKP,,,,R,R,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24391,EKP,,S,R,,,R,,,R,R,,R,,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
573.65999,EKP,S,,S,,S,S,R,,R,R,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2784,EKP,,,S,R,,,R,,R,,,,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,,,
573.24415,EKP,S,R,S,,,,R,R,,R,,,S,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
72407.2246,EKP,S,,,R,,S,R,,,,S,,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66483,EKP,,R,,,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
1284794.4,EKP,S,R,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.7362,EKP,R,R,R,R,S,R,R,R,R,R,R,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
574.81,EKP,,S,S,S,S,R,,,S,R,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46336,EKP,,R,,,,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.29973,EKP,S,,R,,R,,,,,,,,R,,,,,,S,,R,,,,,,,,,,,,,,,
574.66,EKP,S,S,,R,,R,R,,R,R,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66219,EKP,,,S,,,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.7023,EKP,S,S,S,R,S,R,S,R,R,R,R,S,S,R,,R,R,R,S,,,,R,S,R,,,,,R,,,,,,
72407.2503,EKP,,,,,S,,R,,R,,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66251,EKP,,,S,,R,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.5781,EKP,R,R,S,R,R,,R,,R,R,R,R,R,R,,R,,R,,,,,,,R,,,,R,R,,,,,,
573.5766,EKP,R,R,R,R,R,,R,,R,R,R,R,R,R,,R,,R,,,,,,,R,,,,R,R,,,,,,
573.24435,EKP,R,,S,R,S,,R,,,,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.66032,EKP,S,,R,,,S,,,R,R,,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66406,EKP,,S,,R,R,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66394,EKP,,S,R,,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
574.97,EKP,S,S,R,,S,,,,,R,R,R,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,,,
72407.2273,EKP,,,S,,,,,,S,,,,S,S,S,,,S,S,,,S,S,S,R,R,,,,,,,,,,
573.46834,EKP,,S,S,,,R,,R,S,,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
573.66083,EKP,S,S,R,,S,,R,,,,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65934,EKP,S,S,,,S,,R,,,,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65921,EKP,,,,S,S,,R,,S,S,S,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.46391,EKP,R,S,,,,R,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
1400167.3,EKP,,,S,S,S,,R,,,S,S,S,,,,,,S,,,,,S,,S,,,,,S,,,,,,
573.7049,EKP,S,,S,,,,,,,R,S,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.46854,EKP,,R,R,R,R,,R,,S,R,,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
72407.1439,EKP,,,,,S,R,,R,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,,
573.24422,EKP,R,,,,S,,R,,,,,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.46832,EKP,,,,R,R,,R,R,,,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,,,,
573.24412,EKP,R,,S,R,S,,R,R,,,,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
1284828.3,EKP,R,R,S,R,S,R,R,R,R,R,R,R,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
1284800.4,EKP,R,R,S,R,S,R,S,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
72407.2208,EKP,,,,S,,S,,,S,,S,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4162,EKP,S,,R,,,,,,,R,S,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.65922,EKP,S,,R,,,R,R,,,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2334,EKP,,S,,,S,,,,R,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2594,EKP,,S,S,S,S,,R,,,,R,S,S,S,R,,,R,R,,,R,S,S,R,S,,,,,,,,,,
72407.265,EKP,S,S,S,R,,,R,,R,,R,R,S,R,S,,,R,R,,,R,R,S,R,S,,,,,,,,R,,
573.4076,EKP,S,,S,,,,,,,S,R,,,,R,,S,S,R,,,,,,,,,,,,,,,,,
573.66278,EKP,,R,R,S,,,,,S,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66052,EKP,S,,,,S,,R,,S,,S,,R,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.272,EKP,S,,R,S,,S,,S,,,S,,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.65923,EKP,S,,S,,S,S,,,S,S,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2578,EKP,,S,,,,,,,R,,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65906,EKP,,,S,R,S,S,,,R,S,S,S,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2385,EKP,,,S,S,,,,,S,,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.30012,EKP,R,R,,,,,R,R,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.4132,EKP,,,R,,,,,,,R,,,,S,R,,R,S,R,,,,,,,,,,,,,,,,,
573.66018,EKP,,S,R,,,S,,,,,S,,S,R,R,,,S,R,,,R,S,S,R,R,,,,,,,,,,
573.65968,EKP,S,,R,R,S,,,,,,,R,S,R,S,,,R,R,,,R,R,S,R,S,,,,,,,,,,
72407.2403,EKP,,,S,R,,R,R,,R,,,R,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
573.65984,EKP,S,S,,S,,,,,,R,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.30002,EKP,R,S,,,R,,,,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.66472,EKP,,,,,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.46368,EKP,,,,R,S,,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.7047,EKP,S,,S,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.4152,EKP,S,,S,,,,,,,R,S,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.22557,EKP,,,R,,,,,,,,,,S,R,,,R,S,S,,,,,,,,,,,,,,,,,
1328427.3,EKP,,S,R,S,S,,R,,,R,,R,,,,,,R,,,,,R,,R,,,,,R,,,,,,
573.7056,EKP,S,,R,,,,,,,S,R,,,S,R,,R,S,R,,,,,,,,,,,,,,,,,
573.46344,EKP,,R,,,R,,,,,R,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
72407.2779,EKP,,,,,S,S,R,,S,R,S,,S,R,S,,,S,R,,,R,R,S,R,S,,,,,,,,,,
573.66022,EKP,,S,S,,S,S,R,,S,,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2738,EKP,S,,,,S,S,,,,,,,S,R,S,,,S,S,,,R,R,S,R,S,,,,,,,,,,
72407.2422,EKP,S,,,S,,S,,,S,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
574.103,EKP,,S,S,S,,,,,,R,,S,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.7076,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2535,EKP,S,,,,,S,R,,,S,,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.24375,EKP,,,S,R,S,,R,,R,,R,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.66431,EKP,,,S,,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
1284790.3,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.66012,EKP,S,S,,R,,,,,R,R,S,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4153,EKP,S,,R,,,,,,,R,S,,,R,R,,S,R,R,,,,,,,,,,,,,,,,,
573.29873,EKP,,,S,,R,,,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
72407.2326,EKP,,,S,,,S,R,,S,,S,,S,S,R,,,R,R,,,S,S,S,R,R,,,,,,,,,,
573.66374,EKP,,,S,,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.29898,EKP,,,,,R,,R,R,,,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
72407.2856,EKP,S,,,,S,,R,,R,R,,,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,,,
1304921.4,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
72407.261,EKP,S,R,R,R,S,,,,R,,R,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,R,,
72407.2389,EKP,,,,,S,R,R,,,,R,S,S,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.5649,EKP,,,,R,S,R,R,,,R,R,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.46396,EKP,R,R,,R,,R,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
72407.2175,EKP,S,,,,,,R,,R,R,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.152,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.29969,EKP,,R,R,,R,,R,,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.66508,EKP,,S,,,R,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
574.99,EKP,,,R,R,S,S,R,,S,,R,R,S,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.4085,EKP,S,,S,,,,,,,R,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.4183,EKP,S,,S,,,,,,,S,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.29861,EKP,R,R,,,,,,,,R,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
574.106,EKP,S,,S,R,,S,R,,R,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2752,EKP,S,S,R,,,R,,,R,R,R,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4193,EKP,,,,,,,,,,R,,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.66499,EKP,,S,,,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4123,EKP,S,,,,,,,,,,,,,R,R,,S,R,R,,,,,,,,,,,,,,,,,
72407.2275,EKP,,,S,,S,,,,R,R,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2556,EKP,,,R,R,S,R,R,,S,,R,,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
72407.2526,EKP,S,,S,,,,,,,S,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.46831,EKP,,S,S,R,,R,,,S,,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
72407.2501,EKP,,,S,R,S,S,R,,,,,,R,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66047,EKP,S,,,R,S,S,,,R,R,,R,R,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.7027,EKP,R,S,R,R,S,R,R,R,R,R,R,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
72407.238,EKP,R,,S,R,,R,R,R,R,S,R,,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,R,,
573.46413,EKP,R,,,R,R,R,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.4186,EKP,S,,S,,,,,,,,,,,S,S,,S,S,R,,,,,,,,,,,,,,,,,
573.9721,EKP,R,R,R,R,S,R,R,R,R,R,R,R,,R,,R,R,R,,,,,R,R,R,,,,,R,,,,,,
573.31605,EKP,,R,,,R,,,,,R,R,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
573.4073,EKP,S,,R,,,,,,,R,S,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
1304924.3,EKP,R,R,R,R,S,R,S,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.66295,EKP,,S,,R,,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.30004,EKP,R,,,,R,,R,R,,,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
573.4096,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.203,EKP,,,R,,S,R,R,,R,R,,,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.46379,EKP,,,,R,R,R,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
72407.2416,EKP,S,S,,R,S,S,,,,,S,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.66452,EKP,,,,,R,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
574.82,EKP,S,S,S,,,,R,,,R,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66249,EKP,,,,,,,,S,,S,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
72407.237,EKP,S,R,R,,S,R,R,,R,,R,,R,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,R,,
72407.2679,EKP,S,,S,R,,,,,,,,S,S,R,S,,,S,S,,,R,R,S,S,R,,,,,,,,,,
