Sample_ID_IfH,Organism_Code,Imipenem,amikacin,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim-sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin-tazobactam,tobramycin,colistin,cefotaxime,cefuroxime,ampicillin,amoxicillin-clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime-avibactam,cefpodoxime,ceftriaxone,doripenem,ampicillin-sulbactam,piperacillin,Imipenem-relebactam,ceftolozane-tazobactam,ceftaroline,cefazolin,nitrofurantoin,ofloxacin,cefiderocol,ticarcillin-clavulanic acid,amoxicillin,sulfamethoxazole
573.66446,EKP,,R,,,,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66321,EKP,,,S,,R,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4138,EKP,S,,R,,,,,,,,S,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.65963,EKP,S,,R,R,,,,,R,,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2881,EKP,S,S,,,S,S,,,S,,S,,S,S,S,,,S,S,,,S,S,S,S,R,,,,,,,,,,
72407.2206,EKP,,,,,S,S,,,S,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2565,EKP,,S,S,,S,,R,,R,,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.7071,EKP,S,,S,,,,,,,S,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.7053,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.46876,EKP,,R,R,,R,R,,R,S,R,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,,,,
72407.2221,EKP,S,,,,S,S,R,,S,,S,,S,R,R,,,S,R,,,R,S,S,R,R,,,,,,,,,,
573.66234,EKP,,S,,,R,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65926,EKP,S,S,,,S,,,,,,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2676,EKP,S,S,S,R,S,S,R,,,,,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.29879,EKP,,,R,,,,,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
72407.2338,EKP,,,,R,S,,,,R,,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.67366,EKP,S,,,R,S,,,R,,,,,,,,,,,,,S,,,,,,S,R,,,,,,,,
573.29936,EKP,,,,,S,,R,,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.4225,EKP,,,R,,,,,,,R,,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.66267,EKP,,S,S,,R,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2435,EKP,S,R,,R,,R,,,,,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4144,EKP,S,,,,,,,,,S,R,,,S,R,,R,S,R,,,,,,,,,,,,,,,,,
573.65952,EKP,,,,R,S,,R,,R,S,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46403,EKP,,R,,R,,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
72407.194,EKP,,R,R,R,,,R,R,,,,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.46875,EKP,,,,,,R,R,,S,,,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
72407.2788,EKP,,S,,S,S,,,,S,R,,S,S,S,S,,,S,R,,,S,S,S,S,S,,,,,,,,,,
72407.2705,EKP,,S,,R,,R,,,R,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2399,EKP,S,S,,,,,,,,R,,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.229,EKP,R,S,R,,S,S,,,S,S,R,,S,S,S,,,S,S,,,S,S,S,S,R,,,,,,,,R,,
72407.2337,EKP,,S,S,R,,,R,,R,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66369,EKP,,S,S,,,,,R,S,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
574.112,EKP,S,S,,R,S,S,R,,,R,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2194,EKP,,S,,R,S,R,,,,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2534,EKP,S,S,S,,,,,,R,,S,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66239,EKP,,R,,R,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66486,EKP,,S,R,,R,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66363,EKP,,R,R,R,R,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24247,EKP,R,R,,,S,,R,R,,R,R,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
72407.2269,EKP,S,,,,S,S,,,,,,,S,R,S,,,S,R,,,S,S,S,R,R,,,,,,,,,,
573.31624,EKP,R,,,,R,,,R,,R,R,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
573.4094,EKP,S,,S,,,,,,,R,R,,,S,R,,S,S,S,,,,,,,,,,,,,,,,,
72407.2621,EKP,,,,R,,S,,,R,R,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66411,EKP,,S,R,,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66469,EKP,,,,,,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2586,EKP,,S,S,R,,,R,,,R,R,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
1328401.3,EKP,,R,R,,R,,R,,,R,R,R,,,R,,,R,,,,,,,R,,,,,R,,,,,,
573.24334,EKP,,,S,,,,,,R,S,R,,S,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
72407.2675,EKP,,S,R,R,,,,,,R,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66356,EKP,,R,R,,R,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.31613,EKP,R,,R,R,R,,,R,,,R,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
573.66214,EKP,,S,R,,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.29924,EKP,R,S,,,,,R,,,,,,R,,,,,,S,,S,,,,,,,,,,,,,,,
573.4154,EKP,S,,S,,,,,,,R,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.65911,EKP,,,S,,,S,,,,S,S,,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
573.66439,EKP,,S,S,R,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2652,EKP,S,,,,,R,,,,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.55251,EKP,,R,R,,R,,,R,,,,,S,R,,,,R,,,,,,,,,,,,,,,,,,
72407.2803,EKP,,S,,,,R,,,,R,S,S,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,,,
573.24248,EKP,S,,,,S,R,R,,R,,R,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.65907,EKP,S,,S,,,S,R,,R,R,,R,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
573.24429,EKP,S,,S,,S,,R,,,R,,,S,R,,R,R,R,R,,,,R,S,,,,,,R,,,,,,
573.46409,EKP,,,,R,S,,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.66551,EKP,,S,R,R,,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.25569,EKP,R,S,S,,,,,,R,,R,R,S,R,,R,,R,,,,,,,R,,,,R,R,,,,,,
573.4137,EKP,S,,R,,,,,,,,S,,,R,R,,S,R,S,,,,,,,,,,,,,,,,,
72407.2495,EKP,,,,,S,S,,,S,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2255,EKP,S,,R,,,S,,,S,R,,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.29981,EKP,R,R,,,,,R,,,,,,R,,,,,,S,,S,,,,,,,,,,,,,,,
72407.2369,EKP,S,S,S,,S,,,,R,,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4221,EKP,S,,,,,,,,,,,,,S,S,,S,S,R,,,,,,,,,,,,,,,,,
573.24344,EKP,R,,S,,S,,,R,R,,,S,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
1304918.4,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.46392,EKP,,,,R,R,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.66522,EKP,,,,,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2215,EKP,S,,S,,,S,,,,,,,S,R,S,,,S,R,,,R,R,S,S,R,,,,,,,,,,
72407.2744,EKP,,,S,R,S,,,,,R,S,,S,R,S,,,R,S,,,R,R,S,S,R,,,,,,,,,,
573.52166,EKP,,R,R,,,,,R,,R,R,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.66392,EKP,,,R,R,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24431,EKP,,S,,,S,R,,R,,R,R,,R,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.4228,EKP,S,,R,,,,,,,,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
1284833.4,EKP,S,S,R,S,S,S,S,R,R,S,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.66259,EKP,,,,,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2797,EKP,,,S,R,S,,R,,R,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.30007,EKP,,R,R,,R,,,,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.66502,EKP,,,R,R,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2277,EKP,,,,,,,,,R,,R,,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66465,EKP,,,,R,R,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24453,EKP,,,,,,R,R,,,R,R,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.24345,EKP,,R,S,,S,,R,,R,R,,R,R,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
573.29959,EKP,S,,S,,S,,R,,,,,,S,,,,,,S,,R,,,,,,,,,,,,,,,
573.4167,EKP,S,,S,,,,,,,R,R,,,S,R,,R,R,R,,,,,,,,,,,,,,,,,
573.29992,EKP,R,R,,,R,,,R,,,,,R,,,,,,S,,S,,,,,,,,,,,,,,,
573.46397,EKP,,R,,R,R,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.4222,EKP,,,,,,,,,,R,,,,S,R,,R,S,R,,,,,,,,,,,,,,,,,
573.24318,EKP,R,,R,R,S,R,,,,,,,R,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.66008,EKP,,,,,,,,,,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65994,EKP,,S,R,,,,,,,R,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66346,EKP,,,,,R,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.239,EKP,R,,R,,,,,R,,R,,,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.66272,EKP,,R,,R,R,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2601,EKP,S,S,R,R,S,S,R,,,,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2529,EKP,,S,,,S,S,,,,S,S,S,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,,,
573.25568,EKP,,,,,S,,R,,R,R,R,R,S,R,,R,,R,R,,,,,,R,,,,R,R,,,,,,
573.66287,EKP,,S,R,,R,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.7073,EKP,S,,R,,,,,,,R,R,,,S,S,,R,S,R,,,,,,,,,,,,,,,,,
573.66309,EKP,,,S,,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4089,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2388,EKP,S,,R,R,S,S,R,,R,R,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.191,EKP,,,R,R,,,,,R,,R,,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.66456,EKP,,,,R,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66477,EKP,,,,,R,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2423,EKP,,S,S,S,,,,,S,R,,,S,S,R,,,S,R,,,R,S,S,R,R,,,,,,,,,,
573.66364,EKP,,R,R,R,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.5763,EKP,R,R,S,R,S,,R,,R,R,R,R,R,R,,R,,R,R,,,,,,R,,,,R,R,,,,,,
573.46384,EKP,,S,,R,,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.4081,EKP,S,,S,,,,,,,R,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2777,EKP,,S,,S,,,,,R,R,R,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66081,EKP,S,,,S,,S,,,,,,S,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66497,EKP,,S,,,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66362,EKP,,R,S,,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66458,EKP,,,S,S,S,,,S,S,R,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
573.66515,EKP,,S,,,R,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2391,EKP,,S,,,,S,,,,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.4056,EKP,S,,S,,,,,,,R,S,,,,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2424,EKP,S,,,R,,R,R,,R,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66359,EKP,,,R,,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24251,EKP,,,R,,S,R,,,R,R,,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.29864,EKP,,R,S,,R,,,,,,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
1284830.3,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
574.107,EKP,,S,S,,,,R,,R,,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24347,EKP,,,,,S,R,,,,R,R,,S,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
573.22561,EKP,S,,,,,,R,,,R,R,,S,,,,,S,R,,,,,,,,,,,,,,,,,
573.66069,EKP,,,,,S,,,,,S,S,,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,,,
573.66407,EKP,,,S,R,R,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66212,EKP,,,,,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2421,EKP,,,S,,S,S,R,,,,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
574.102,EKP,,S,S,,,S,,,R,,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.67353,EKP,,,R,,R,,,,,,R,,,,,,,,,,S,,,,,,S,R,,,,,,,,
573.66282,EKP,,R,,,,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2554,EKP,,S,R,R,S,,R,,,,,,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
573.66399,EKP,,,,R,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.31611,EKP,R,,,R,R,,,R,,,,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
573.31602,EKP,R,,R,,,,,R,,R,R,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
72407.2644,EKP,S,S,R,,,,,,,R,,R,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66065,EKP,,S,S,S,S,R,,,,,S,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.46342,EKP,R,S,,R,R,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
72407.2171,EKP,S,,S,,S,,,,,,,,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,,,
573.46371,EKP,R,R,,R,R,,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
72407.2845,EKP,S,,,,S,R,R,,R,,S,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
574.101,EKP,,,S,R,S,,R,,,R,R,S,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
574.88,EKP,S,S,,,S,,,,,R,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65986,EKP,,S,R,R,,,R,,,,,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2185,EKP,,S,,S,,,,,S,R,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66228,EKP,,,,R,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.12782,EKP,,R,,R,S,,R,,R,,,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
72407.2528,EKP,S,S,R,R,S,S,,,,R,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2568,EKP,,S,,R,,S,R,,S,S,,,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
573.29968,EKP,R,,,,,,R,R,,,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.66233,EKP,,,R,R,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2482,EKP,,,S,R,,,,,,,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66381,EKP,,R,S,R,,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24446,EKP,,,,,,R,,,R,,,,S,R,,R,R,R,R,,,,R,S,,,,,,R,,,,,,
573.46835,EKP,,,R,,R,,,,S,,R,,S,,,,R,R,R,,R,,R,,,,,R,,,,,S,,,
573.46345,EKP,R,R,,,R,,,,,,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
72407.2825,EKP,,S,,R,,,,,,,S,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
1284788.3,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.46351,EKP,R,,,R,,,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
1284814.3,EKP,S,R,S,R,S,R,R,R,R,R,R,R,R,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.4226,EKP,,,,,,,,,,S,S,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
72407.2832,EKP,S,S,S,S,S,S,R,,S,S,R,,S,S,S,,,R,R,,,R,S,S,R,R,,,,,,,,,,
573.4214,EKP,S,,R,,,,,,,R,,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.5778,EKP,R,R,S,R,S,,R,,R,R,R,R,S,R,,R,,R,R,,,,,,R,,,,R,R,,,,,,
72407.2396,EKP,S,,,,S,,,,R,R,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4151,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.29905,EKP,R,R,R,,,,R,,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.46864,EKP,,R,,,R,R,,,R,R,,,S,,,,R,R,S,,R,,R,,,,,R,,,,,,,,
573.66457,EKP,,,,R,S,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.254,EKP,,R,R,R,S,S,R,R,,,,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,R,,
72407.2187,EKP,,,,,S,S,,,,,R,,S,S,S,,,R,S,,,R,S,S,R,R,,,,,,,,,,
573.66026,EKP,S,,R,R,S,R,,,,,,,R,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2443,EKP,S,S,S,,S,S,,,,,S,,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.4218,EKP,S,,S,,,,,,,,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.66367,EKP,,S,R,R,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.244,EKP,R,,R,R,,R,R,R,,,R,R,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.66395,EKP,,,S,R,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4191,EKP,,,R,,,,,,,R,S,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2366,EKP,,,,R,,S,,,S,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.4161,EKP,S,,R,,,,,,,R,S,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.66313,EKP,,R,R,R,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2419,EKP,S,,,R,S,,,,R,R,S,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46373,EKP,,,,R,,,,,,,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
72407.2798,EKP,S,,R,R,S,,,,R,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.24386,EKP,,,,S,S,,,,,,S,R,S,R,,R,S,R,R,,,,R,S,,,,,,R,,,,,,
573.66388,EKP,,,,,R,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.7088,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.24424,EKP,R,,S,,,,R,R,,R,,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.255,EKP,,R,,R,S,R,R,,,R,R,,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.29918,EKP,S,S,,,S,,,,,R,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
573.66449,EKP,,,R,R,,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
